senseid	   sense	sense_coll	sense_trans	headid
95087703	physical, in house etc		миегнээн, бужигнаан, хөл хөөрцөг	950877
95087704	instability, political, emotional		донсолгоо, тогтворгүй байдал	950877
95087705	physical		миегнээн, хөл хөөрцөг	950877
95088401	care, of house, garden		арчилгаа, арчлалт	950884
95088402	of animal		маллагаа	950884
95088403	cost of care		арчилгааны зардал	950884
95088501			санаа сэтгэл өргөх, сэтгэл сэргээдэг	950885
95088601		car, hotel	дээд зэрэглэлийн, тансаг	950886
95088602		area	баян, баячуудын	950886
95088801	of shoe		зулаг	950888
95088802	drugs		сэргээш	950888
95090101			тулгуур, багана	950901
95090102	in football		халаганы шон	950901
95091101	surprise, setback		санаандгүй (үр) дүн	950911
95091102	upheaval		цочроох, уймруулах	950911
95091103	distress		сэтгэлийн зовлон, гомдол, гутрал	950911
95092901			тусгаж авах	950929
95093601		push, movement	дээшээ чиглэсэн	950936
95093602		path, road	өгсүүр	950936
95093603		trend	өсөх, нэмэгдэх	950936
95094101			уран	950941
95094201		enviroment, life, transport, school	хотын	950942
95094901			тэнэмэл хүүхэд	950949
95095001			эрмэлзэл, эмүүлэл, хүсэл	950950
95095501	place		жорлон	950955
95095502	fixture		хөтөвч	950955
95095901			бумба	950959
95096001			бөөрний мэс заслын эмч	950960
95096101			Урагвай	950961
95096501	United States of America		АНУ	950965
95096802	way of using, of resource, object, material		ашиглалт	950968
95096803	of term		хэрэглээ	950968
95096804	right to use		хэрэглэх зөвшөөрөл	950968
95096805	usefulness		ашигтай,хэрэгтэй	950968
95098101	at function, lawcourt		үүдний харуул	950981
95098102	in theatre, church		танхимын хөтөч	950981
95098501	United States Marine Corps		Америкийн Тэнгисийн Цэргийн Анги	950985
95098601	United states Navy		АНУ-ын Далайн Флот	950986
95098701	Union of Soviet Socialist Republics		ЗСБНХУ	950987
95098801			байх байдгаараа зүйл	950988
95099401			сав угаагч	950994
95099601			ютилитар үзэлтэн	950996
95100501			дээд зэрэг, чадах бүхнээ	951005
95100701			утопи ертөнц	951007
95101001		disaster	үлэмжийн	951010
95101002		amazement	үнэхээрийн	951010
95101003		despair, sincerity	туйлын	951010
95101004		fool	усан	951010
95101005		scoundrel	адгийн	951010
95101006		stranger	огт танихгүй	951010
95101601			Узбекстан	951016
95101801	vacation		амралт (их , дээд сургуулийн, баярын г.м)	951018
95101802	vacuum cleaner		тос сорогч	951018
95103801			тэнэмэл	951038
95104901	conceited		ихэрхүү, бардам	951049
95104902	futile	attempt	хий дэмий	951049
95104903		hope	хоосон, бүтэхгүй	951049
95104904		show	үр ашиггүй	951049
95105201	on bed base		орны хажлага	951052
95105202	round canopy		орны хөшиг, лавир	951052
95105203	above curtains		хөвөө хөшиг	951052
95107501	woman		эрчүүдийн толгой эргүүлдэг хүүхэн	951075
95107502	on shoe		хоншоор	951075
95107503	volunteer fireman		сайн дурын гал сөнөөгч	951075
95107801	small, for deliveries etc		бүхээгтэй тэрэг	951078
95107802	larger, for removals etc		бүрхүүлтэй ачааны машин	951078
95107803	camper		гэр машин	951078
95107804	vanguard		манлайлагч, тэргүүлэгч, хошуулагч	951078
95110001		person, expression, style	уйтгартай	951100
95110002		remark, debate, novel	сонирхолгүй, уйтгартай	951100
95110601			хувирамтгай  юм,тогтворгүй юм	951106
95110602			хувьсагч	951106
95112901			судасны	951129
95112902			гуурсны, дамжуулахэдийн, дамжуулах багцын	951129
95113501			торх	951135
95113701			варьете	951137
95114501	Video Cassette Recorder		видео тоглуулагч	951145
95114801	Visual Display Unit		дэлгэц	951148
95115001			тугалын мах	951150
95115201			халдвар дамжуулагч	951152
95115202			вектор	951152
95115203			чиглэл	951152
95115301	change direction	ship	чиглэлээ өөрчил	951153
95115302		person	(аль нэг тийш) эргэ	951153
95115303		road	муруй, эргэ	951153
95115304		person, opinion	өөрчлөгд, хувир	951153
95115401			дан ногоогоор хооллогч	951154
95116601	of speech, action		айхтар ширүүн байдал, ааг омог, омогшил	951166
95116602	of feelings		цог, сүр, ид хав	951166
95117101			гивлүүр, нүүрний тор, чадраа	951171
95117102	on hat		(нүүр рүү унжуулах) тор	951171
95117103			хөшиг, хаалт	951171
95117601			зангуу товч	951176
95118401			амар худалдагдах	951184
95121601			үнэнч зан, шударга зан	951216
95126201			хөлөг онгоц	951262
95126202			судас	951262
95126203	container		сав суулга	951262
95126204	for liquids only		хөнөг	951262
95126205	person		бусдын гар хөл болдог хүн	951262
95127101	Veterinary Surgeon			951271
95127102	of livestock		малын эмч	951271
95127103	of animals		амьтны эмч	951271
95127104			ахмад дайчин	951271
95128501	annoy		уур хүргэ, дургүй хүргэ	951285
95128502	worry		сэтгэл зовоо	951285
95129001	very high frequency		Ви Эйч Эф (хэт өндөр давтамж)	951290
95129101	by way of, on ticket, timetable		Nica дамжин, Nici дамжуулан, Nici дамжин	951291
95129102	by means of		Nici	951291
95129501	lively	person, personality	цоглог	951295
95129502		place	хөл хөдөлгөөнтэй	951295
95129503		colour	хурц тод	951295
95129504	resonant		цуурайтсан	951295
95129901			хийдийн ширээт	951299
95132301	video recorder		видео тоглуулагч	951323
95132302	video cassette		видео хуурцаг,видео хальс	951323
95132303	video film		видео кино	951323
95132304	television		телевиз, зурагт радио	951323
95133401			Вьетнамулс	951334
95134601			сэрүүн  байх, унтахгүй байх	951346
95134602	by sickbed		нойргүй сахих	951346
95134603			баярын битүүн	951346
95134604			тайван жагсаал	951346
95135501	unpleasant	smell	өмхий	951355
95135502		taste	балиар	951355
95135503		weather	их муухай	951355
95135504		place, experience, colour	заваан, балиар	951355
95135505		mood	таагүй	951355
95135506		behaviour	олиггүй, өөдгүй	951355
95135507		wicked	бузар, булай	951355
95136501	defend successfully		батал	951365
95136502	justify		зөвтгө	951365
95136503		person	цагаатга	951365
95136504		sction, claim, judgment	хамгаал	951365
95137801			эрдүү хийл	951378
95138901	very important person		чухал албаны хүн	951389
95139201	woman		онгон эмэгтэй	951392
95139202	man		онгон залуу	951392
95141301			виз	951413
95145302		match, factor, support	шийдвэрлэх	951453
95145303		service, help	зайлшгүй чухал	951453
95145304		organ	амьдралын чухал	951453
95145305	lively	person	эрч хүчтэй	951453
95145306		culture, music	хийморлог	951453
95146301			ам шалгалт	951463
95147401			жийг, эм үнэг	951474
95147402	woman		өлөгчин	951474
95147501	videlicet		өөрөөр хэлбэл	951475
95147601			үгсийн сан	951476
95147602	glossary		үгийн хэлхээ	951476
95148701	for -ын		моод	951487
95148901	speaking		дуу хоолой	951489
95148902	for singing		хоолой	951489
95148903	opinion, expression		дуу хоолой	951489
95148904	representative organization		төлөөлөх байгууллага	951489
95148905	of writer		хэв маяг	951489
95148906			үйл үгийн хэв	951489
95150101	volume			951501
95152701			бөөлжис	951527
95153001			вүүдүү шашин	951530
95153201			ховдог, хомхой	951532
95153202			ханашгүй	951532
95153501	choice		санал	951535
95153502	franchise		сонгуулийн эрх	951535
95153503	ballot		санал хураалт	951535
95153504	body of voters		нийт саналын тоо	951535
95155201			даа,батал	951552
95155501	religious		бурханы нэр	951555
95155502	of honour		андгай, тангараг	951555
95156201			аялал, үе	951562
95156501	voluntary service overseas		хөгжиж буй орнуудад туслах сайн дурынхны байгуулла	951565
95156601		furniture, clothes, taste, person	болхи, бүдүүн тоймын	951566
95156602		behaviour, curiosity	танхай	951566
95156603	rude		бүдүүлэг	951566
95157601	bundle		боодол	951576
95157602	lump		бөөн (юм)	951576
95158501			зайрмагны жигнэмэгэн аяга	951585
95158502			талхны хэрчим	951585
95158503	of silicon		хагас дамжуулагч ялтас	951585
95158504	on letter		дугтуйны цаасан тамга	951585
95159501			цалингийн	951595
95161201			золбин хүүхэд	951612
95164201			ус хээтэх	951642
95164202	over dead person		оршуулгын цагаалга	951642
95165101			Вэльс	951651
95172801			цонхигор	951728
95175901	armed conlict		дайн	951759
95175902	competition		дайн, өрсөлдөөн	951759
95175903	to eradicate , thing ,		тэмцэл, дайн	951759
95183701	be			951837
95190301	timepiece		бугуйн цаг	951903
95190302	surveillance		харах, ажиглах, манах	951903
95190303	time on duty		ээлж	951903
95198201	of water		давалгаа	951982
95198202	hand gesture		даллагаа	951982
95198203	cause a stir		үймүүлэх, амгалан тайван байдал алдагдуулах	951982
95198204	cause trouble		төвөг учруулах	951982
95198205	outbreak, surge		давалгаа, үер	951982
95198206	in hair		долгио	951982
95198207			долгион	951982
95199701	for skis, mineral wax		лав	951997
95199702	in ear		хулхи	951997
95200301	route, road		зам	952003
95200302	direction		зам, чиг, зүг	952003
95200303	space in front, projected route		зам	952003
95200304	distance		зам	952003
95200305	manner		арга барил	952003
95200306	respect, aspect		тал	952003
95200307	custom, manner		зан заншил, хэв маяг	952003
95200308	will, desire		хүрэх	952003
95201201	in bodily functions	person	сул биетэй, дорой, ядруухан	952012
95201202		animal	тарга хүч муу, дорой	952012
95201203		muscle, limb, health	сул	952012
95201205		chin	жижиг	952012
95201206		mouth	унжуу	952012
95201207			тамир тэнхээ муудах	952012
95201208		pulse, heartbeat	сулрах	952012
95201209			муу, тааруухан	952012
95201210		structure	хэврэг	952012
95201211	lacking authority, strength	government, team, protest	сулхан, үлбэгэр	952012
95201212		pupil	базаахгүй	952012
95201213		performance, actor	муу, тааруухан	952012
95201214		parent, teacher	сул, зөөлөн	952012
95201215		script, novel, plot	тааруухань барагтайхан, үлбэгэр	952012
95201216		excuse, argument	үнэмшил муутай	952012
95201217		evidence	тааруухан	952012
95201218	faint	light	бүдэгхэн	952012
95201219		current, sound, solution	сулхан	952012
95201220		laugh	аярхан	952012
95201221		tea, coffee	шингэхэн	952012
95201222			сул	952012
95201223		share	доогуур  үнэтэй,бага үнэтэй	952012
95201224	regular, unaccented		балархайшсан, сул	952012
95206601	computer, network		вэб	952066
95206602	spider		(аалзны) тор	952066
95206603	fish		сэлүүр, сарьс	952066
95206604			сэлүүр, хуурмаг	952066
95207101			хос	952071
95207601	we had, we would			952076
95209701			шээс	952097
95212501			жигнэ, тугна	952125
95212502		consequences, risk, words	дүгнэж цэгнэ	952125
95214401			угтах, тосох, мэндчилэх	952144
95221201	to towards		сажил	952212
95221401	weep			952214
95221501	be			952215
95221801			баруун	952218
95224101	dampness		чийг	952241
95224102			ноомой новш, үлбэгэр новш, хулчгар новш	952241
95224103			консерватид намын ядуу жигүүрийнхэн	952241
95225501	blow		цохих	952255
95225502	share		хувь	952255
95225503	wage		цалин олгох, цалин авах	952255
95225504	try		оролдоод үзэх, үзээд алдах	952255
95228701			буудай	952287
95232201			аль нь	952322
95232202	relative to preceding noun, as subject, object		тэр нь, энэ нь	952322
95232203	after prepositions		тэрхүү, мөнхүү, нөгөө	952322
95243101	interrogative, as subject		хэн	952431
95243102	relative		хэн	952431
95243103	whoever		хүн	952431
95247401	in questions		яагаад	952474
95247403	expressing irritation, defiance		яагаад, яахаараа	952474
95247901	of candle, lamp etc		гол	952479
95248701			өргөн	952487
95248702		margin	том, өргөн	952487
95248703	immense		их	952487
95248704	extensive	variety	олон	952487
95248705		choice	өргөн	952487
95248706	sport	ball, shot	хол зөрсөн, хавьтаагүй	952487
95250701			барь	952507
95250702	over -ын		гартаа ав, гартаа атга	952507
95250801	spouse		эхнэр, гэргий	952508
95250802			эхнэр	952508
95251001	whole head		хиймэл үс	952510
95251401		conditions, life	онгон байгальд	952514
95256401	ineffectual		зориг муутай хүн, халирхай хүн	952564
95256402	fearful		хулчгар хүн	952564
95256701	victory		ялалт, хожил	952567
95256702	successful bet		хожих	952567
95268401	act of wiping			952684
95268402	with dry cloth		юмыг арчих	952684
95268403	with wet cloth		норгож арчих	952684
95268404	for face, baby		арчих, цэвэрлэх	952684
95268405			тампон	952684
95268406			арилгах	952684
95269501	length of metal		төмөр утас	952695
95269502	telegram		цахилгаан утас	952695
95271401			ухаан, билэг, цэц	952714
95273601	sense of humour		ухаан	952736
95273602	witty person		ухаантай хүн, ухвар сайтай хүн	952736
95276801	wife			952768
95276901	magician		илбэчин	952769
95276902	expert	chess, computing etc	гарамгай байх	952769
95277201	in voice		чичрэх	952772
95277202	in movement		салгалах	952772
95277203			эргэлзэх, тээнэгэлзэх	952772
95277601			зовлон зүдгүүр, уй гашуу	952776
95277801	wake II, III			952778
95278001			чоно	952780
95278002	pl wolves			952780
95278901			эмэгтэй хүн	952789
95278902	pl women			952789
95280701	win II, III			952807
95281901			эргүүл, эргэдүүл	952819
95285901	Worcestershire			952859
95301002	in sequence of past tenses, in reported speech		Vidv байсан	953010
95301003	in conditional statements		Vidv байв	953010
95302201	weave II, III			953022
95302401	success		амжилт	953024
95302402	distortion		гажиг	953024
95302801	woman police constable			953028
95302901	words per minute		үг, мин, нэг минутад унших үгийн тоо	953029
95303001	Women's Royal Army Corps		Британийн Армийн Эмэгтэйчүүдийн алба	953030
95304501		revenge	сана, өвөрлө	953045
95306701			арвагануул, хөдөлгө	953067
95306702			мурилз	953067
95306703			аргалж гар	953067
95311401	evil		муу  үйл,буруу үйл	953114
95311402	injustice		шударга бус үйл	953114
95311403			эрх зүйн зөрчил, гэм хор	953114
95313001	wring II, III			953130
95313101	ironic		ёжтой	953131
95313102	disgusted		ярвайх	953131
95313401	World War One			953134
95313701	what you see is what you get		дэлгэцэн дээр гарч байгаагаараа хэвлэгдэн гарах өг	953137
95314101			гадаадын хүнийг үзэн ядах үзэл	953141
95314201	machine		хувилагч машин	953142
95314202	process		хувилах	953142
95314203	copy		хуулбар (фото)	953142
95314401	Christmas			953144
95315001			дарвуулт завь	953150
95315601			яахоо	953156
95315602			бүдүүлэг этгээд	953156
95315801			сарлаг	953158
95315901	Yale lock		бортогон цоож	953159
95316001	topical, of the genus Diascorea		ямс, таримал ба зэрлэг ямс	953160
95316002	sweet potato	Ipomoea batatus	чихэрлэг төмс	953160
95316101			угзралт	953161
95316601		dog	цор цор хуц	953166
95316901			ярд	953169
95316902	of house, farm, prison, hospital		хашаа	953169
95316903	garden		цэцэрлэг	953169
95316904	for storage		хашаа	953169
95316905	for construction		талбай	953169
95317301			гивлүүр, чадраа	953173
95317401			эвшээх	953174
95317402	bore		уйтгарлах	953174
95317901			аа хаан тийм	953179
95319101	shout		орилох, дуу алдах	953191
95319102	of rage		чарлах, хашгичих, орь дуу тавих	953191
95319103	of pain		дуу тавих	953191
95320601			Йемен	953206
95320801			иен	953208
95320802	craving		хүслэн болох	953208
95320901	farmer		жижиг газрын эзэн	953209
95320902			ёоман хүчний цэрэг	953209
95321101			аан хаан, тийм	953211
95321201			тийм	953212
95321202	in reply to negative question		үгүй	953212
95321901	nevertheless		гэсэн хэдий ч, тэгсэн ч, гэсэн ч, тийм боловч, хэд	953219
95322501	yew tree, of the genus Taxus		тийс, хүрэн мод	953225
95322502	wood		хүрэн мод	953225
95322701	Youth Hostels Association		залуу аялагчдын холбоо	953227
95322801	crop		ургац	953228
95322802	quantity produced		бүтээмж	953228
95322803	of milk		гарц	953228
95322804	of fish		барьсан загас	953228
95322805			ашиг	953228
95323301	Young Men's Christian Association		Залуучуудын Христийн Холбоо	953233
95323401	pres p etc -ll-			953234
95323402			хархиран дуулах (өндөр нам өнгө хослуулан)	953234
95323501			тараг	953235
95323601	for oxen		буулга	953236
95323602	for person		дөнгө, хүзүүний мөглөн, талхи, дарлал	953236
95323603	of garment		оруулга	953236
95323901			өндөгний шар	953239
95324001	I haven't seen him for yonks		би түүнтэй (эрэгтэйтэй) тааралдалгүй мөн ч удлаа	953240
95324101	in days of yore		аль эрт, эрт урьд, дивангарын үед	953241
95324201	addressing , somebody ,		чи	953242
95324207	as inderfinite pronoun		та, чи, та нар	953242
95327001			Югослав улс	953270
95327201			баярхах  залуу,тансаглах хэнээтэй залуу	953272
95327401	Young Women's Christian Association		Залуу Эмэгтэйчүүдийн Христийн Холбоо	953274
95327601			хөгийн, марзан	953276
95327701	energy		эрч, жалх	953277
95328101	fanaticism		мухар сүсэг	953281
95328102	religious		сүжрэх, сүсэг	953281
95328103	enthusiasm		хичээл, зүтгэл, чармайлт	953281
95328401			эрээн тахь	953284
95328601			тэг	953286
95329201	enthusiasm		урам, урам зориг	953292
95329202	pilquancy		ер бус  байдал,сэтгэл татам байдал	953292
95329203	of fruit		хальс	953292
95329301			тахир мухир шугам, тахир мухир зам	953293
95329601			юу ч, юу ч биш, юу ч үгүй байх (мэдэх юмгүй, хийсэ	953296
95329701			Зимбабве улс	953297
95329901			цайр	953299
95330601			сионизм	953306
95330701			цахилгаан товч, цахилгаан	953307
95330702	energy		жавхаа, эрч хүч	953307
95330703	sound		исгэрэлт, шунгиналт	953307
95331701			ятгалаг	953317
95331801			шар замын орд	953318
95331802	sign of stars		зурхайн тэмдэгт	953318
95331901			зоомби, шидээр амилагч	953319
95331902			дүнхүү, дүйнгэ, мангар	953319
95332001		administration	бүсийн, бүсчилсэн	953320
95332002		boundary, organizer	бүсийн	953320
95332003		soil, climate	бүс нутгийн, бүсийн	953320
95332601			амьтны хүрээлэн	953326
95333501	pl -s			953335
95333502	Cucurbita pepo		нялх хулуу	953335
95333601			зүсмэл, бялуу	953336
95333901	clumsy		болхи, бүдүүн баараг	953339
95333902	loutish		бүдүүлэг	953339
95334001			царс	953340
95334201	old age pensioner		өндөр насны тэтгэвэр авагч	953342
95334202	old age pension		өндөр насны тэтгэвэр	953342
95334301			сэлүүр	953343
95334302		person	сэлүүрч	953343
95334401	Organization of American States		Америкийн Улсуудын Байгууллага	953344
95334701			овъёос	953347
95335201	stubborn		гөжүүд, зөрүүд	953352
95335202	hardhearted		чигээрээ	953352
95335301	Officer of the (order of the) British Empire)			953353
95336201			эмгэнэлийн бичиг	953362
95336501	item		юм, зүйл	953365
95336502	goal		зорилго	953365
95336503			тусгагдахуун	953365
95337601	duty, towards, to -ын өмнө		үүрэг	953376
95337602	commitment, contractual		гэрээгээр хүлээсэн үүрэг	953376
95337603	personal		үүрэг	953376
95337604	debt, financial		мөнгөний өр	953376
95337605	of gratitude		ач санах	953376
95338901		person	зэвүүн	953389
95338902		behaviour	тэвчишгүй	953389
95338903		smell	ой гутам	953389
95339001			жимбүүр хөгжим	953390
95339101		film, publication, remark	эрээ цээргүй	953391
95339102		wealth	увайгүй	953391
95339103		war	бузар	953391
95342401		information, permission, degree, visa, prize	олж ав, ав	953424
95342402	for oneself	money, goods	Nicc бол	953424
95342403		experience	олж ав	953424
95343001	contrary	argument	эсрэг, сөрөг	953430
95343002	of coin		нүүрэн тал	953430
95343601	particular time		тохиолдол, учрал	953436
95343602	when the occasion arises		шаардлагатай үед	953436
95343603	now and then		хааяа хааяа	953436
95343604	opportunity		завшаан, боломж	953436
95343605	event, function		үйл явдал, тохиолдол	953436
95343606	cause		шалтгаан	953436
95345701			далай	953457
95346201	colour		зосон улаан	953462
95346401			цаг	953464
95346501	October			953465
95347601			нүдний эмч	953476
95347901	strange, unusual	person	этгээд, хачин	953479
95347902		object	жигтэй	953479
95347903		occurrence	хачин	953479
95347904	occasional		хааяа	953479
95347905	socks, gloves		өрөөсөн	953479
95347906	miscellaneous		тасархай	953479
95347907		number	сондгой	953479
95347908	different		содон	953479
95348901			ой гутам, жигшмээр	953489
95349101			гүйлт хэмжүүр	953491
95349401			холын аялал	953494
95349601	Organization for Economic Cooperation and Development		ЭЗХАХБ, Эдийн Засгийн Хамтын Ажиллагаа ба Хөгжлийн Байгууллага	953496
95349701			хаван	953497
95349801	over			953498
95349901			улаан хоолой	953499
95350201	from		гараа	953502
95357701			олонтоо, байн байн	953577
95357702	in time		үе үе	953577
95357703	in distance, space		энд, тэнд	953577
95357801			шалиг харц шид	953578
95357901	giant		мангас	953579
95357902	man		араатн	953579
95357903	woman		шулам	953579
95357904	grim vision		буг чөтгөр	953579
95358901	On Her/His Majesty's Service		Цог жавхлант эзэн хааны, хатан хааны алба (албаны 	953589
95359001	for fuel		газрын тос, шатахуун	953590
95359002	for lubrication		тос	953590
95359003	for cooking		газрын тос илрүүлэх, бөөн ашиг олох	953590
95359004	for cooking		тос	953590
95359005	medium picture		тосон будаг	953590
95359006	picture		тосон будгийн зураг	953590
95359007	medicinal beauty		тос	953590
95362601			тосон түрхлэг	953626
95362701	offers in the region of		мужид санал болгосон	953627
95362901			зөвшөөрөл	953629
95363601	old people		өндөр настангууд, хөгшид өтгөс	953636
95366901	Nerium oleander		хулслаг улаан цэгцүүдхий	953669
95367001	fruit		чидун	953670
95367002	tree, of genus Olea		чидун мод	953670
95367003	colour		сааралдуу ногоон	953670
95367601			Олимпийн	953676
95367801			Омбудсмэн	953678
95367901			шарсан өндөг	953679
95368101		presence, cloud	муу ёрын, ёрын, ёрлосон	953681
95368102		development, news	түгшүүртэй, ёозгүй	953681
95368103		sign	муу ёрын	953681
95368401	omnibus edition		TV телевизийн тойм нэвтрүүлэг	953684
95368402	bus		автобус	953684
95369301			ганцхан удаа	953693
95369302			энэ удаа, энэ л удаа	953693
95369901	single		нэг	953699
95369902	unique, sole		ганц	953699
95369903	same		тэрхүү, мөнхүү	953699
95374001		process	болж буй, явж буй	953740
95374002		battle, saga	үргэлжилж байгаа	953740
95374101			сонгино	953741
95374401			үзэгч, ажиглагч	953744
95375001	or nearest offer		дурдсанаас бага зэрэг бууна, бага зэрэг ярина (зар	953750
95375201	of water		сад тавих	953752
95375202	of people		хаалга сад тавин орох	953752
95375203	of pain		хурцдах, хөдлөх	953752
95375401	of -ын		эхлэл, эх, түрүүч	953754
95376401	on to		руу	953764
95376501			алба, үүрэг, хариуцлага	953765
95376601	onward fight		нисч байгаа	953766
95376602	the onward march of progress		хөгжил дэвшлийн урагшлах алхаа	953766
95376901			үй олон, үй түм(эн)	953769
95377001			оо!, пээ!, а яа яа!, ёоё!	953770
95377101			эрч хүч, эрч	953771
95377201			өө!	953772
95377301	silt		лаг, лай	953773
95377302	wet mud		нойтон шавар	953773
95377701			гэрэлт чимид	953777
95377901	Organization of Petroleum Exporting Countries		ОПЕК (Газрын тос Экспортлогч Орнуудын Байгууллага)	953779
95384001		surgeon, clinic, nerve	нүдний	953840
95384002		research	нүд, хараа	953840
95384101	from opium		хар тамхи	953841
95384102	narcotic		мансууруулах бодис	953841
95384601			өрсөлдөгч	953846
95384602	of regime		эсэргүүцэгч	953846
95386501			шил, сонго	953865
95388301		lifestyle	баян тансаг	953883
95388302		hotel, furnishings	тансаг	953883
95388701			цэцэн билэгт	953887
95388702			дагшин сүм (Эртний Герегийн бурхдын ариун газар)	953887
95388703			зөнч, төлөгч	953887
95388704			Оракл	953887
95390101	globe, sphere		бөмбөлөг, бөмбөрцөг	953901
95390102	part of regalia		алтаар чимсэн бөмбөлөг	953901
95390601			(жимсний) цэцэрлэг	953906
95391401	decree		зарлиг буулга	953914
95391402			санваар хүрт	953914
95394001			хүдэр	953940
95394301			эрхтэн	953943
95394302	pipe organ		бадралт баг бишгүүр	953943
95394303	publication, organization		сонин хэвлэл	953943
95394304	transplaned		шилжүүлэн суулгасан эрхтэн	953943
95394305	male organ		эр бэлэг эрхтэн	953943
95396901			Дорнод , Дорнод дахин	953969
95398901	Orkney Islands		Оркнэйн арлууд	953989
95399001	trinket		чимэг, чимэглэл	953990
95399002	ornamentation		хээ хуар, хээ угалз	953990
95399501			өнчин хүүхэд	953995
95399801			эрүү нүүрний согог засалч	953998
95400401			савла, хэлбэлз	954004
95400402			цахь, хэлбэлз	954004
95400403			хэлбэлз	954004
95400501			нэвчилт	954005
95400601			ясаж, хөлдүү толгойл	954006
95400701			нүд хуурсан	954007
95401801	what is left		бусад, нөгөө	954018
95401802	the rest		үлдсэн	954018
95401803	alternative, additional		өөр, тутам	954018
95401804	different, not the same		өөр, бусад	954018
95401805	opposite		нөгөө	954018
95401806	recent		саяхан	954018
95401807	in lists		бусад	954018
95402401	over-the-top			954024
95402801			ёоё, яая	954028
95403001	weight		унц (28.35 гр)	954030
95403002	fluid		унц (0.028 л; us=0.035 п)	954030
95403101			бидний, манай	954031
95403401		person	шахан гарга	954034
95403402		government	шахан зайлуул	954034
95435901	per annum		нэг жилд	954359
95436101	short stride, unit of measurement		алхам	954361
95436102	rate of movement		хурд, явц	954361
95436103	of person walking		хэм	954361
95436104	of life		хэмнэл	954361
95439701	of paper		тэмдэглэлийн үдсэн цаас	954397
95439702	to prevent chafing		жийрэг	954397
95439703	to absorb liquid		шингээгч	954397
95439704	to give shape		чигжээс	954397
95439705	sticky part on object, plant		наалдамхай тал	954397
95439706	of paw		тавхайн зөөлөн хэсэг	954397
95439707	of finger		өндөг	954397
95439708	sanitary towel		алчуур	954397
95439709	in general		хамгаалалтын боолт	954397
95439710	for leg		хөлний хамгаалалт	954397
95439711	also launch pad		хөөрөх талбай	954397
95441301	pediatric			954413
95441401			онго шүтлэгтэй, онго шүтэгч	954414
95442801	pay			954428
95446501	pyjamas			954465
95446601			пакистан хүн	954466
95446801			хам, анд	954468
95449701			пампаас (Өмнөд Америкийн тал хээр)	954497
95450101	saucepan		хоолны сав	954501
95450102	on scales		жингийн таваг	954501
95450103	in lavatory		суултуур	954501
95455001	authority of the Pope		эрх мэдэл	954550
95455002	period when a pope in office		Папын бүрэн эрхийн хугацаа	954550
95455003	system of government		Ромын католик сүмийн засаг захиргаа	954550
95458001		performance	Nicc зүйрлэхүйц байх	954580
95458002		person	Nicc эн тэнцүү, Nicc эн зэрэгцэхүйц байх	954580
95458003	in golf		(нэгдүгээр зэргийн тоглогчийн гүйцэтгэвэл зохих) о	954580
95458004			эхний үнэ	954580
95476901	to enter, leave, for journalists, of safe conduct		нэвтрэх үнэмлэх	954769
95476902	travel document		зорчих тийз, зорчих тасалбар, зорчих үнэмлэх	954769
95476903	in ball games		дамжуулах	954769
95476904	in fencing		онож хатгах	954769
95476905	in mountains		даваа	954769
95476906			...-ын дээгүүр нислэг үйлдэх	954769
95476907	to be absent		чөлөөний хуудас	954769
95484501	gentle tap		аргадах, зөөлөн алгадах	954845
95484502	of butter		жижиглэж хавтгайлсан цөцгийн тос	954845
95491401	of person		бүдүүн гэдэс, гүзээ	954914
95491901			хуч	954919
95492701	of animal		савар	954927
95492702	hand		сарвуу, савар	954927
95493401			цалин, хөлс	954934
95493402	to soldier		цалин	954934
95497301			вандуй	954973
95497302	also green pea		буурцаг	954973
95502501			хайрга	955025
95502701	nut		пекан самар, гэрт самар	955027
95502702	tree, Carya illinoensis		гэрт самрын мод	955027
95502901	percolate coffee		(шүүртэй саванд) чанасан кофе	955029
95519301			гутранги үзэл	955193
95520201	animal		гэрийн тэжээмэл амьтан	955202
95520202	favourite		хайртай хүн	955202
95520203	sweet person		хайр булаасан хүн	955202
95525601			түшлэгтэй вандан сандал	955256
95525901	postgraduate certificate in education		багшлах эрхийн үнэмлэх	955259
95526001	pl -luses бyюy -li			955260
95526002	image of penis		эр бэлэг эрхтний хэлбэртэй зүйл	955260
95526003	penis		эр бэлэг эрхтэн	955260
95527201	Doctor of Philosophy		(гүн ухааны доктор) доктор	955272
95527202				955272
95527301	of the family Phasianiday		гургуул	955273
95528001			бичил бортого, гожгор шил	955280
95529601			хураагуур, судасны үрэвсэл	955296
95529901			айдас	955299
95536001	expression		үг хэллэг, хэлц үг	955360
95536002	part of clause		нийлц	955360
95536003			тухайлбар	955360
95536501		car	таг зогсох	955365
95536502		plan	нурах	955365
95536601	phylogeny		филогенез	955366
95539001			төгөлдөр хуурч	955390
95539701			пикалилли (гичээр амталсан ногооны зууш)	955397
95544401	urinate		шээ	955444
95544701	savoury		боов	955447
95544702	sweet		чихэрлэг боов	955447
95546201			хэрэггүй, шалихгүй	955462
95546301	animal		гахай	955463
95546302	greedy		ховдог	955463
95546303	dirty		заваан	955463
95546304	nasty		балиар	955463
95548801	spear		жад	955488
95548802	fish, of the family Esocidae		цурхай	955488
95549001			сардин загас	955490
95552501			эмсийн зууч	955525
95552901	for sewing		зүү	955529
95552902	for fastening cloth, paper		сүлбээр зүү	955529
